article_number,name,law_type
14.9.1,"Нарушение порядка осуществления процедур, включенных в исчерпывающие перечни процедур в сферах строительства",КоАП РФ
14.10,"Незаконное использование средств индивидуализации товаров (работ, услуг)",КоАП РФ
14.11,Незаконное получение кредита или займа,КоАП РФ
14.12,Фиктивное или преднамеренное банкротство,КоАП РФ
14.13,Неправомерные действия при банкротстве,КоАП РФ
14.14,Воспрепятствование должностными лицами кредитной или иной финансовой организации осуществлению функций временной администрации,КоАП РФ
14.15,Нарушение правил продажи отдельных видов товаров,КоАП РФ
14.15.1,Утратила силу. - Федеральный закон от 21.07.2014 N 210-ФЗ.,КоАП РФ
14.15.2,"Незаконная реализация входных билетов на матчи чемпионата Европы по футболу UEFA 2020 года или документов, дающих право на их получение",КоАП РФ
14.15.3,"Реализация поддельных входных билетов на матчи чемпионата Европы по футболу UEFA 2020 года или поддельных документов, дающих право на получение входных билетов на матчи чемпионата Европы по футболу UEFA 2020 года",КоАП РФ
14.16,"Нарушение правил продажи этилового спирта, алкогольной и спиртосодержащей продукции",КоАП РФ
14.17,"Нарушение требований к производству или обороту этилового спирта, алкогольной и спиртосодержащей продукции",КоАП РФ
14.17.1,Незаконная розничная продажа алкогольной и спиртосодержащей пищевой продукции физическими лицами,КоАП РФ
14.17.2,Незаконное перемещение физическими лицами алкогольной продукции,КоАП РФ
14.17.3,Производство и (или) оборот порошкообразной спиртосодержащей продукции,КоАП РФ
14.18,"Использование этилового спирта, произведенного из непищевого сырья, спиртосодержащей непищевой продукции, фармацевтической субстанции спирта этилового (этанола) для производства алкогольной и спиртосодержащей пищевой продукции",КоАП РФ
14.19,"Нарушение государственного учета в области производства и оборота этилового спирта, алкогольной и спиртосодержащей продукции",КоАП РФ
14.20,Нарушение законодательства об экспортном контроле,КоАП РФ
14.21,Утратила силу. - Федеральный закон от 27.07.2006 N 139-ФЗ.,КоАП РФ
14.22,Утратила силу. - Федеральный закон от 27.07.2006 N 139-ФЗ.,КоАП РФ
14.23,Осуществление дисквалифицированным лицом деятельности по управлению юридическим лицом,КоАП РФ
14.24,Нарушение законодательства об организованных торгах,КоАП РФ
14.25,Нарушение законодательства о государственной регистрации юридических лиц и индивидуальных предпринимателей,КоАП РФ
14.25.1,Нарушение юридическим лицом обязанностей по установлению и представлению информации о своих бенефициарных владельцах,КоАП РФ
14.26,Нарушение правил обращения с ломом и отходами цветных и черных металлов и их отчуждения,КоАП РФ
14.27,Нарушение законодательства о лотереях,КоАП РФ
14.28,Нарушение требований законодательства об участии в долевом строительстве многоквартирных домов и (или) иных объектов недвижимости,КоАП РФ
14.28.1,"Неисполнение обязанности по ведению реестра членов жилищно- строительного кооператива, осуществляющего строительство многоквартирного дома",КоАП РФ
14.29,Незаконное получение или предоставление кредитного отчета,КоАП РФ
14.30,"Нарушение установленного порядка сбора, хранения, защиты и обработки сведений, составляющих кредитную историю",КоАП РФ
14.31,Злоупотребление доминирующим положением на товарном рынке,КоАП РФ
14.31.1,Утратила силу. - Федеральный закон от 05.10.2015 N 275-ФЗ.,КоАП РФ
14.31.2,Манипулирование ценами на оптовом и (или) розничных рынках электрической энергии (мощности),КоАП РФ
14.32,"Заключение ограничивающего конкуренцию соглашения, осуществление ограничивающих конкуренцию согласованных действий, координация экономической",КоАП РФ
14.33,Недобросовестная конкуренция,КоАП РФ
14.34,"Нарушение правил организации деятельности по продаже товаров (выполнению работ, оказанию услуг) на розничных рынках",КоАП РФ
14.35,Нарушение законодательства о государственном кадастровом учете недвижимого имущества и кадастровой деятельности,КоАП РФ
14.36,"Непредставление или несвоевременное представление документов о споре, связанном с созданием юридического лица, управлением им или участием в нем",КоАП РФ
14.37,Нарушения требований к установке и (или) эксплуатации рекламной конструкции,КоАП РФ
14.38,Размещение рекламы на дорожных знаках и транспортных средствах,КоАП РФ
14.39,Нарушение требований законодательства о предоставлении гостиничных услуг,КоАП РФ
14.40,"Нарушение антимонопольных правил, установленных федеральным законом, при осуществлении торговой деятельности",КоАП РФ
14.41,Нарушение установленных федеральным законом требований по предоставлению информации об условиях заключения договора поставки продовольственных товаров при осуществлении торговой деятельности,КоАП РФ
14.42,Нарушение установленных федеральным законом требований к условиям заключения договора поставки продовольственных товаров при осуществлении торговой деятельности,КоАП РФ
14.43,"Нарушение изготовителем, исполнителем (лицом, выполняющим функции иностранного изготовителя), продавцом требований технических регламентов",КоАП РФ
14.43.1,"Нарушение изготовителем, исполнителем (лицом, выполняющим функции иностранного изготовителя) или продавцом требований технического регламента о требованиях",КоАП РФ
14.44,Недостоверное декларирование соответствия продукции,КоАП РФ
14.45,"Нарушение порядка реализации продукции, подлежащей обязательному подтверждению соответствия",КоАП РФ
14.46,"Нарушение порядка маркировки продукции, подлежащей обязательному подтверждению соответствия",КоАП РФ
14.46.1,"Нарушение обязательных требований к маркировке пищевой продукции, полученной с применением генно-инженерно-модифицированных организмов или содержащей такие организмы",КоАП РФ
14.46.2,"Непринятие изготовителем (исполнителем, продавцом, лицом, выполняющим функции иностранного изготовителя) мер по предотвращению причинения вреда при обращении продукции, не соответствующей требованиям технических регламентов",КоАП РФ
14.47,Нарушение правил выполнения работ по сертификации,КоАП РФ
14.48,Представление недостоверных результатов исследований (испытаний),КоАП РФ
14.49,"Нарушение обязательных требований в отношении оборонной продукции (выполняемых работ, оказываемых услуг)",КоАП РФ
14.50,Неисполнение обязанностей и требований при осуществлении внешнеторговых бартерных сделок,КоАП РФ
14.51,Нарушение законодательства Российской Федерации о туристской деятельности,КоАП РФ
14.52,Нарушение саморегулируемой организацией обязанностей по раскрытию информации,КоАП РФ
14.52.1,"Нарушение саморегулируемой организацией арбитражных управляющих и ее должностными лицами требований федеральных законов, иных нормативных правовых актов Российской Федерации, федеральных стандартов, стандартов и правил профессиональной деятельности арбитражных управляющих",КоАП РФ
14.53,Несоблюдение ограничений и нарушение запретов в сфере торговли табачной продукцией и табачными изделиями,КоАП РФ
14.54,Нарушение установленного порядка проведения специальной оценки условий труда,КоАП РФ
14.55,"Нарушение условий государственного контракта по государственному оборонному заказу либо условий договора, заключенного в целях выполнения государственного оборонного заказа",КоАП РФ
14.55.1,"Ликвидация или перепрофилирование головным исполнителем без согласования с государственным заказчиком производственных мощностей, обеспечивающих поставки продукции по государственному оборонному заказу",КоАП РФ
14.55.2,"Действия (бездействие) головного исполнителя, исполнителя, которые приводят или могут привести к необоснованному завышению цены продукции по государственному оборонному заказу, неисполнению либо ненадлежащему исполнению государственного контракта по государственному оборонному заказу",КоАП РФ
14.56,Незаконное осуществление профессиональной деятельности по предоставлению потребительских займов,КоАП РФ
14.57,Нарушение требований законодательства о защите прав и законных интересов физических лиц при осуществлении деятельности по возврату просроченной задолженности,КоАП РФ
14.58,Осуществление проката фильма и (или) показа фильма без прокатного удостоверения на фильм,КоАП РФ
14.59,Нарушение экспертной организацией требований законодательства Российской Федерации об аккредитации в национальной системе аккредитации,КоАП РФ
14.60,"Нарушение юридическим лицом, индивидуальным предпринимателем требований законодательства Российской Федерации об аккредитации в национальной системе аккредитации",КоАП РФ
14.61,"Нарушение установленного порядка предоставления обеспечения исполнения обязательств по оплате электрической энергии (мощности), газа, тепловой энергии (мощности) и (или) теплоносителя, сопряженное с неисполнением (ненадлежащим исполнением) обязательств по их оплате",КоАП РФ
14.62,Деятельность по привлечению денежных средств и (или) иного имущества,КоАП РФ
14.63,"Нарушение саморегулируемой организацией в области инженерных изысканий, архитектурно-строительного проектирования или строительства, реконструкции, капитального ремонта объектов капитального строительства порядка предоставления документов и сведений в целях ведения государственного реестра указанных саморегулируемых организаций",КоАП РФ
14.64,"Нарушение саморегулируемой организацией в области инженерных изысканий, архитектурно-строительного проектирования или строительства, реконструкции, капитального ремонта объектов капитального строительства требований законодательства о градостроительной деятельности о хранении документов",КоАП РФ
15.1,"Нарушение порядка работы с денежной наличностью и порядка ведения кассовых операций, а также нарушение требований об использовании специальных банковских счетов",КоАП РФ
15.2,Утратила силу. - Федеральный закон от 02.04.2012 N 30-ФЗ.,КоАП РФ
15.3,Нарушение срока постановки на учет в налоговом органе,КоАП РФ
15.4,Нарушение срока представления сведений об открытии и о закрытии счета в банке или иной кредитной организации,КоАП РФ
15.5,Нарушение сроков представления налоговой декларации (расчета по страховым взносам),КоАП РФ
15.6,"Непредставление (несообщение) сведений, необходимых для осуществления налогового контроля",КоАП РФ
15.7,Нарушение порядка открытия счета налогоплательщику,КоАП РФ
15.8,"Нарушение срока исполнения поручения о перечислении налога (сбора), страхового взноса, пеней, штрафа",КоАП РФ
15.9,"Неисполнение банком решения о приостановлении операций по счетам налогоплательщика, плательщика сбора, плательщика страхового взноса или налогового агента",КоАП РФ
15.10,Неисполнение банком поручения государственного внебюджетного фонда,КоАП РФ
15.11,"Грубое нарушение требований к бухгалтерскому учету, в том числе к бухгалтерской (финансовой) отчетности",КоАП РФ
15.12,"Производство или продажа товаров и продукции, в отношении которых",КоАП РФ
15.13,"Искажение информации и (или) нарушение порядка и сроков при декларировании производства, оборота и (или) использования этилового спирта, алкогольной и спиртосодержащей продукции, использования производственных мощностей",КоАП РФ
15.14,Нецелевое использование бюджетных средств,КоАП РФ
15.15,Невозврат либо несвоевременный возврат бюджетного кредита,КоАП РФ
15.15.1,Неперечисление либо несвоевременное перечисление платы за пользование бюджетным кредитом,КоАП РФ
15.15.2,Нарушение условий предоставления бюджетного кредита,КоАП РФ
15.15.3,Нарушение порядка и (или) условий предоставления межбюджетных трансфертов,КоАП РФ
15.15.4,Нарушение условий предоставления бюджетных инвестиций,КоАП РФ
15.15.5,Нарушение условий предоставления субсидий,КоАП РФ
15.15.6,"Нарушение требований к бюджетному (бухгалтерскому) учету, в том числе к составлению, представлению бюджетной, бухгалтерской (финансовой) отчетности",КоАП РФ
15.15.7,"Нарушение порядка формирования и представления (утверждения) сведений (документов), используемых при составлении и рассмотрении проектов бюджетов бюджетной системы Российской Федерации, исполнении бюджетов бюджетной системы Российской Федерации",КоАП РФ
15.15.8,Нарушение запрета на предоставление бюджетных кредитов и (или) субсидий,КоАП РФ
15.15.9,Несоответствие бюджетной росписи сводной бюджетной росписи,КоАП РФ
15.15.10,Нарушение порядка принятия бюджетных обязательств,КоАП РФ
15.15.11,"Нарушение сроков распределения, отзыва либо доведения бюджетных ассигнований и (или) лимитов бюджетных обязательств",КоАП РФ
15.15.12,Нарушение запрета на размещение бюджетных средств,КоАП РФ
15.15.13,Нарушение сроков обслуживания и погашения государственного (муниципального) долга,КоАП РФ
15.15.14,Нарушение срока направления информации о результатах рассмотрения дела в суде,КоАП РФ
15.15.15,Нарушение порядка формирования государственного (муниципального) задания,КоАП РФ
15.15.16,Нарушение исполнения платежных документов и представления органа Федерального казначейства,КоАП РФ
15.16,Утратила силу. - Федеральный закон от 23.07.2013 N 252-ФЗ.,КоАП РФ
15.17,Недобросовестная эмиссия ценных бумаг,КоАП РФ
15.18,Незаконные операции с эмиссионными ценными бумагами,КоАП РФ
15.19,"Нарушение требований законодательства, касающихся представления и раскрытия информации на финансовых рынках",КоАП РФ
15.20,"Воспрепятствование осуществлению прав, удостоверенных ценными бумагами",КоАП РФ
15.21,Неправомерное использование инсайдерской информации,КоАП РФ
15.22,Нарушение ведения реестра владельцев ценных бумаг,КоАП РФ
15.23,Утратила силу. - Федеральный закон от 09.02.2009 N 9-ФЗ.,КоАП РФ
15.23.1,"Нарушение требований законодательства о порядке подготовки и проведения общих собраний акционеров, участников обществ с ограниченной (дополнительной) ответственностью и владельцев инвестиционных паев закрытых паевых инвестиционных фондов",КоАП РФ
15.24,Утратила силу. - Федеральный закон от 09.02.2009 N 9-ФЗ.,КоАП РФ
15.24.1,"Незаконные выдача либо обращение документов, удостоверяющих денежные и иные обязательства",КоАП РФ
15.25,Нарушение валютного законодательства Российской Федерации и актов органов валютного регулирования,КоАП РФ
15.26,Нарушение законодательства о банках и банковской деятельности,КоАП РФ
15.26.1,Нарушение законодательства Российской Федерации о микрофинансовой деятельности,КоАП РФ
15.26.2,Нарушение ломбардом законодательства Российской Федерации,КоАП РФ
15.26.3,"Неисполнение обязанности по подтверждению и представлению исправленных сведений, содержащихся в основной части кредитной истории, в бюро кредитных историй",КоАП РФ
15.26.4,"Неисполнение или несвоевременное исполнение обязанности источниками формирования кредитных историй - организациями, имеющими вступившее в силу и не исполненное в течение 10 дней решение суда о взыскании с должника денежных сумм в связи с неисполнением им обязанности по внесению платы за жилое помещение, коммунальные услуги и услуги связи, по передаче в бюро кредитных историй информации об исполнении решения суда",КоАП РФ
15.26.5,"Неисполнение или несвоевременное исполнение обязанности источниками формирования кредитных историй - организациями, являющимися заимодавцами по договорам займа (за исключением кредитных организаций, микрофинансовых организаций и кредитных кооперативов), представлять в бюро кредитных историй информацию о погашении займов",КоАП РФ
15.27,"Неисполнение требований законодательства о противодействии легализации (отмыванию) доходов, полученных преступным путем, и финансированию терроризма",КоАП РФ
15.27.1,Оказание финансовой поддержки терроризму,КоАП РФ
15.27.2,"Неисполнение требований о предоставлении информации о лицах, на которых распространяется законодательство иностранного государства о налогообложении иностранных счетов",КоАП РФ
15.28,Нарушение правил приобретения более 30 процентов акций открытого акционерного общества,КоАП РФ
15.29,"Нарушение требований законодательства Российской Федерации, касающихся деятельности профессиональных участников рынка ценных бумаг, репозитария, клиринговых организаций, лиц, осуществляющих функции центрального контрагента, акционерных инвестиционных фондов, негосударственных пенсионных фондов, управляющих компаний акционерных инвестиционных фондов, паевых инвестиционных фондов или негосударственных пенсионных фондов, специализированных депозитариев акционерных инвестиционных фондов, паевых инвестиционных фондов или негосударственных пенсионных фондов",КоАП РФ
15.30,Манипулирование рынком,КоАП РФ
15.31,"Незаконное использование слов ""инвестиционный фонд"" либо образованных на их основе словосочетаний",КоАП РФ
15.32,Нарушение установленного законодательством Российской Федерации об обязательном социальном страховании срока регистрации,КоАП РФ
15.33,Нарушение установленных законодательством Российской Федерации об обязательном социальном страховании порядка и сроков представления документов и (или) иных сведений в территориальные органы Фонда социального страхования Российской,КоАП РФ
15.33.1,Невыполнение требований законодательства об обязательном,КоАП РФ
15.33.2,Нарушение установленных законодательством Российской Федерации об индивидуальном (персонифицированном) учете в системе обязательного пенсионного страхования порядка и сроков представления сведений (документов) в органы Пенсионного фонда Российской Федерации,КоАП РФ
15.34,Сокрытие страхового случая,КоАП РФ
15.34.1,Необоснованный отказ от заключения публичного договора страхования либо навязывание дополнительных услуг при заключении договора обязательного страхования,КоАП РФ
15.35,Нарушение требований законодательства о противодействии неправомерному использованию инсайдерской информации и манипулированию рынком,КоАП РФ
15.36,Неисполнение оператором платежной системы требований законодательства Российской Федерации о национальной платежной системе,КоАП РФ
15.37,Нарушение требования о ведении раздельного учета результатов финансово- хозяйственной деятельности,КоАП РФ
15.38,Нарушение законодательства Российской Федерации о кредитной кооперации и законодательства о сельскохозяйственной кооперации,КоАП РФ
15.39,"Нарушение требований законодательства Российской Федерации в части открытия в кредитной организации банковского счета и аккредитива, заключения договора банковского вклада (депозита) хозяйственным обществом и федеральным унитарным предприятием, имеющим стратегическое значение для оборонно-промышленного комплекса и безопасности Российской Федерации, открытия банковского и иного счета в кредитной организации, заключения договора банковского вклада (депозита) государственной корпорацией, государственной компанией и публично-правовой компанией, заключения договора банковского вклада (депозита) с Федеральным казначейством, государственными внебюджетными фондами (территориальными фондами обязательного медицинского страхования)",КоАП РФ
15.40,"Совершение уполномоченным банком операций, проведение которых не допускается в соответствии с законодательством Российской Федерации в сфере государственного оборонного заказа",КоАП РФ
15.41,"Нарушение законодательства Российской Федерации, устанавливающего особенности погашения и внесудебного урегулирования задолженности заемщиков, проживающих на территории Республики Крым или на территории города федерального значения Севастополя",КоАП РФ
15.42,"Нарушение аккредитованной организацией по управлению правами на коллективной основе требований законодательства об авторском праве и смежных правах, касающихся раскрытия годовой бухгалтерской (финансовой) отчетности",КоАП РФ
16.1,Незаконное перемещение через таможенную границу Таможенного союза товаров и (или) транспортных средств международной перевозки,КоАП РФ
16.2,Недекларирование либо недостоверное декларирование товаров,КоАП РФ
16.3,Несоблюдение запретов и (или) ограничений на ввоз товаров на таможенную территорию Евразийского экономического союза или в Российскую Федерацию и (или) вывоз товаров с таможенной территории Евразийского экономического союза или из Российской Федерации,КоАП РФ
16.4,Недекларирование либо недостоверное декларирование физическими лицами наличных денежных средств и (или) денежных инструментов,КоАП РФ
16.5,Нарушение режима зоны таможенного контроля,КоАП РФ
16.6,Непринятие мер в случае аварии или действия непреодолимой силы,КоАП РФ
16.7,Представление недействительных документов при совершении таможенных операций,КоАП РФ
16.8,Причаливание к находящимся под таможенным контролем водному судну или другим плавучим средствам,КоАП РФ
16.9,"Недоставка, выдача (передача) без разрешения таможенного органа либо утрата товаров или недоставка документов на них",КоАП РФ
16.10,Несоблюдение порядка таможенного транзита,КоАП РФ
16.11,"Уничтожение, удаление, изменение либо замена средств идентификации",КоАП РФ
16.12,Несоблюдение сроков подачи таможенной декларации или представления документов и сведений,КоАП РФ
16.13,"Совершение грузовых или иных операций с товарами, находящимися под таможенным контролем, без разрешения или уведомления таможенного органа",КоАП РФ
16.14,"Нарушение порядка помещения товаров на хранение, порядка их хранения либо порядка совершения с ними операций",КоАП РФ
16.15,Непредставление в таможенный орган отчетности,КоАП РФ
16.16,Нарушение сроков временного хранения товаров,КоАП РФ
16.17,Представление недействительных документов для выпуска товаров до подачи таможенной декларации,КоАП РФ
16.18,Невывоз либо неосуществление обратного ввоза товаров и (или) транспортных средств физическими лицами,КоАП РФ
16.19,Несоблюдение таможенной процедуры,КоАП РФ
16.20,Незаконные пользование или распоряжение условно выпущенными товарами либо арестованными товарами,КоАП РФ
16.21,"Незаконные пользование товарами, их приобретение, хранение либо транспортировка",КоАП РФ
16.22,Нарушение сроков уплаты таможенных платежей,КоАП РФ
16.23,Незаконное осуществление деятельности в области таможенного дела,КоАП РФ
16.24,Незаконные операции с временно ввезенными транспортными средствами,КоАП РФ
17.1,Невыполнение законных требований члена Совета Федерации или депутата Государственной Думы,КоАП РФ
17.2,Воспрепятствование законной деятельности Уполномоченного по правам человека в Российской Федерации,КоАП РФ
17.2.1,Воспрепятствование законной деятельности Уполномоченного при Президенте Российской Федерации по правам ребенка,КоАП РФ
17.2.2,Воспрепятствование законной деятельности Уполномоченного при Президенте Российской Федерации по защите прав предпринимателей,КоАП РФ
17.3,Неисполнение распоряжения судьи или судебного пристава по обеспечению установленного порядка деятельности судов,КоАП РФ
17.4,"Непринятие мер по частному определению или постановлению суда, представлению судьи",КоАП РФ
17.5,Воспрепятствование явке в суд присяжного заседателя,КоАП РФ
17.6,Непредставление информации для составления списков присяжных заседателей,КоАП РФ
17.7,"Невыполнение законных требований прокурора, следователя, дознавателя или должностного лица, осуществляющего производство по делу об административном правонарушении",КоАП РФ
17.8,"Воспрепятствование законной деятельности должностного лица органа, уполномоченного на осуществление функций по принудительному исполнению исполнительных документов и обеспечению установленного порядка деятельности судов",КоАП РФ
17.8.1,"Незаконное использование слов ""судебный пристав"", ""пристав"" и образованных на их основе словосочетаний",КоАП РФ
17.9,"Заведомо ложные показание свидетеля, пояснение специалиста, заключение эксперта или заведомо неправильный перевод",КоАП РФ
17.10,Нарушение порядка официального использования государственных символов Российской Федерации,КоАП РФ
17.11,Незаконное ношение государственных наград,КоАП РФ
17.12,"Незаконное ношение форменной одежды со знаками различия, с символикой государственных военизированных организаций, правоохранительных или контролирующих органов",КоАП РФ
17.13,Разглашение сведений о мерах безопасности,КоАП РФ
17.14,Нарушение законодательства об исполнительном производстве,КоАП РФ
17.15,Неисполнение содержащихся в исполнительном документе требований неимущественного характера,КоАП РФ
17.16,Утратила силу. - Федеральный закон от 28.07.2012 N 141-ФЗ.,КоАП РФ
17.17,Нарушение установленного в соответствии с законодательством об исполнительном производстве временного ограничения на пользование специальным правом,КоАП РФ
18.1,Нарушение режима Государственной границы Российской Федерации,КоАП РФ
18.2,Нарушение пограничного режима в пограничной зоне,КоАП РФ
18.3,Нарушение пограничного режима в территориальном море и во внутренних морских водах Российской Федерации,КоАП РФ
18.4,Нарушение режима в пунктах пропуска через Государственную границу Российской Федерации,КоАП РФ
18.5,"Нарушение правил, относящихся к мирному проходу через территориальное море Российской Федерации или к транзитному пролету через воздушное пространство Российской Федерации",КоАП РФ
18.6,Нарушение порядка прохождения установленных контрольных пунктов (точек),КоАП РФ
18.7,Неповиновение законному распоряжению или требованию военнослужащего в связи с исполнением им обязанностей по охране Государственной границы Российской Федерации,КоАП РФ
